Name/ID,Vertical,Industry,Total BRR Currency, Total BRR ,Service Name,Number of Services,Bandwidth,,State A,State Z,Service Status,Term, Total MRR ,Vertical,Industry,EmployeeQuantityGrowthRate,SalesTurnoverGrowthRate,PriorYearEmployees, PriorYearRevenue , SalesVolume ,SmallBusiness
88254,Manufacturing,Energy & Manufacturing,USD," $ 1,164.00 ",196019,3,1.5Mb,DIA,,,Disconnected,12, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
88269,Consulting / Other Professional Services,Professional Services,USD, $ 399.00 ,256038,2,N/A,Colocation,TX,TX,Active,12, $ 299.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
88381,Finance,Finance,USD," $ 1,020.00 ",226637,1,50Mb,DIA,NJ,,Active,6," $ 1,019.50 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
88625,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0.024268,150," $ 20,500,884.46 "," $ 20,998,404.13 ",N
88626,Reseller,Telecommunications,USD, $ 949.00 ,212082,1,N/A,Dark Fiber,CA,CA,Active,240, $ 948.54 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
88726,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0,15," $ 2,234,070.74 "," $ 2,234,070.74 ",Y
88892,Healthcare,Healthcare,USD, $ 413.00 ,226380,1,3Mb,DIA,CA,,Active,12, $ 412.90 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
88931,Healthcare,Healthcare,USD," $ 1,125.00 ",302030,4,100Mb,Dedicated Ethernet,VA,VA,Active,36, $ 150.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
88968,Retail,Other Enterprise,USD, $ 994.00 ,233193,1,100Mb,DIA,MA,,Pending Change,36, $ 994.01 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89020,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,-0.391036,50," $ 8,542,035.19 "," $ 5,201,790.60 ",Y
89048,Asset Management / Hedge Fund,Finance,USD," $ 2,166.00 ",302261,5,Fiber Pair,Interconnect,IL,IL,Active,36, $ 25.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89118,Finance,Finance,USD," $ 9,094.00 ",280686,2,10Mb,ELAN,,,Pending Change,60," $ 8,278.34 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89141,Regional Carrier/ISP,Telecommunications,USD," $ 1,099.00 ",243725,2,N/A,Dark Fiber,NJ,,Active,60, $ 802.23 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89161,Non-Healthcare Insurance,Other Enterprise,USD," $ 1,240.00 ",234272,3,100Mb,DIA,,,Pending Change,12, $ 800.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89194,Finance,Finance,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Finance,Finance,0,0.025641,10," $ 1,025,044.22 "," $ 1,051,327.41 ",Y
89389,Cloud Service Provider,Data Center & Cloud Services,USD," $ 6,102.00 ",214899,2,N/A,Dark Fiber,CO,,Active,12," $ 4,165.37 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89437,Healthcare,Healthcare,USD, $ 765.00 ,190054,1,10Mb,DIA,NV,,Active,12, $ 764.63 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89553,Colo/Hosting,Data Center & Cloud Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Colo/Hosting,Data Center & Cloud Services,0,0,5," $ 735,929.19 "," $ 735,929.19 ",Y
89585,Internet Content & Software,Media & Content,USD," $ 5,626.00 ",300241,1,N/A,Cloud IaaS,CO,,Active,36," $ 5,626.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89590,Colo/Hosting,Data Center & Cloud Services,USD, $ 935.00 ,256134,2,200Mb,DIA,TX,TX,Active,1, $ 245.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89606,Colo/Hosting,Data Center & Cloud Services,USD," $ 1,216.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89611,Consulting / Other Professional Services,Professional Services,USD, $ 695.00 ,242120,2,,Colocation,TX,,Active,36, $ 736.66 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89692,Oil & Gas,Energy & Manufacturing,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Oil & Gas,Energy & Manufacturing,0,0,0, $ -   , $ -   ,0
89724,Finance,Finance,USD, $ 510.00 ,233975,1,20Mb,DIA,IL,,Active,24, $ 509.75 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89769,Colo/Hosting,Data Center & Cloud Services,USD, $ 49.00 ,255763,2,10Mb,DIA,TX,TX,Active,1, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89779,Colo/Hosting,Data Center & Cloud Services,USD, $ 700.00 ,300150,4,N/A,Cloud IaaS,CO,,Active,48, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89846,Colo/Hosting,Data Center & Cloud Services,USD, $ 585.00 ,272055,4,N/A,Colocation,TX,,Pending Change,12, $ 457.25 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89905,Finance,Finance,USD, $ 526.00 ,230260,1,50Mb,DIA,CA,,Active,12, $ 526.16 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89926,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0,0, $ -   , $ -   ,N
90001,Wireless,Telecommunications,USD," $ 1,016.00 ",240761,2,10Mb,DIA,TN,,Active,12, $ 304.89 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90051,Consulting / Other Professional Services,Professional Services,USD, $ 660.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90070,Internet Content & Software,Media & Content,USD, $ 595.00 ,242025,2,,Colocation,TX,,Active,12, $ 607.50 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90111,RLEC,Telecommunications,USD, $ 254.00 ,015342,3,200Mb,DIA,,,Disconnected,24, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90137,State/Local Government,Government,USD, $ 898.00 ,218039,6,10Mb,DIA,MI,,Disconnected,36, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90226,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,-0.029412,3," $ 446,814.15 "," $ 433,672.56 ",Y
90227,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0.888806,110," $ 27,728,760.39 "," $ 52,374,236.37 ",N
90229,Reseller,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Reseller,Telecommunications,#N/A,#N/A,#N/A, #N/A , #N/A ,#N/A
90274,Regional Carrier/ISP,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Regional Carrier/ISP,Telecommunications,0,0,0, $ -   ," $ 711,033.75 ",N
90303,Wireless,Telecommunications,USD," $ 1,478.00 ",238722,1,50Mb,DIA,CA,,Active,12," $ 1,478.27 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90328,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,#N/A,#N/A,#N/A, #N/A , #N/A ,#N/A
90361,Pharmaceuticals,Healthcare,USD, $ 999.00 ,246632,1,,Colocation,AZ,,Pending Disconnect,12, $ 998.80 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90388,Exchange / Market Makers,Finance,USD, $ 612.00 ,270127,1,100Mb,DIA,,,Active,55, $ 611.70 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90401,Cloud Service Provider,Data Center & Cloud Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Cloud Service Provider,Data Center & Cloud Services,0,0,0, $ -   , $ -   ,N
90410,Engineering,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Engineering,Professional Services,0,0.042572,1," $ 51,517,036.57 "," $ 53,710,206.73 ",N
90437,Finance,Finance,USD, $ 816.00 ,236235,1,50Mb,DIA,CA,,Pending Change,36, $ 815.60 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90446,Retail,Other Enterprise,USD," $ 1,259.00 ",226354,1,200Mb,DIA,CA,,Active,12," $ 1,258.75 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90475,Asset Management / Hedge Fund,Finance,USD, $ 458.00 ,246806,2,N/A,Colocation,AZ,,Active,12, $ 408.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90481,State/Local Government,Government,USD," $ 1,016.00 ",230934,1,Fiber Pair,Interconnect,NY,NY,Active,12," $ 1,016.30 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90517,Manufacturing,Energy & Manufacturing,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Manufacturing,Energy & Manufacturing,0,0,0, $ -   ," $ 21,026,548,160.00 ",N
90547,Consulting / Other Professional Services,Professional Services,USD, $ 517.00 ,254616,2,,Colocation,TX,TX,Active,12, $ 517.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90625,Consulting / Other Professional Services,Professional Services,USD, $ 20.00 ,241904,1,N/A,Managed Services,TX,,Active,12, $ 19.95 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90628,Oil & Gas,Energy & Manufacturing,USD," $ 1,203.00 ",222792,1,1G,ELine,TX,,Pending Change,36," $ 1,203.36 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90659,,,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0,0,18," $ 1,314,159.26 "," $ 1,314,159.26 ",Y
90673,State/Local Government,Government,USD, $ 78.00 ,243619,1,N/A,Dark Fiber,NJ,,Active,120, $ 409.77 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90718,Cloud Service Provider,Data Center & Cloud Services,USD, $ 733.00 ,258788,2,N/A,Colocation,TX,,Active,1, $ 631.13 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90834,Retail,Other Enterprise,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Retail,Other Enterprise,0,0,0, $ -   ," $ 60,451.33 ",Y
90858,Consulting / Other Professional Services,Professional Services,USD, $ 775.00 ,254933,3,,Colocation,TX,TX,Active,12, $ 774.50 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90962,Consulting / Other Professional Services,Professional Services,USD, $ 306.00 ,235442,1,10Mb,DIA,VA,,Pending Change,12, $ 305.85 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
90977,Cloud Service Provider,Data Center & Cloud Services,USD, $ 850.00 ,242110,2,,Colocation,TX,,Active,12, $ 870.83 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91013,Utilities,Energy & Manufacturing,USD," $ 1,020.00 ",239234,2,10Mb,DIA,IN,,Disconnected,36, $ 361.11 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91019,Consulting / Other Professional Services,Professional Services,USD, $ 306.00 ,226857,1,5Mb,DIA,VA,,Active,12, $ 305.85 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91070,Internet Content & Software,Media & Content,USD, $ 549.00 ,300087,1,1Mb,Cloud IaaS,CO,,Active,12, $ 549.02 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91102,Consulting / Other Professional Services,Professional Services,USD," $ 1,146.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91103,Consulting / Other Professional Services,Professional Services,USD," $ 1,416.00 ",283184,2,N/A,Colocation,IL,,Active,36," $ 1,050.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91116,State/Local Government,Government,USD," $ 1,227.00 ",242664,4,N/A,Dark Fiber,NJ,,Active,60," $ 3,918.30 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91119,Internet Content & Software,Media & Content,USD, $ 99.00 ,254718,2,N/A,Colocation,TX,TX,Active,12, $ 99.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91174,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,3.333333,2.418413,3," $ 210,265.48 "," $ 718,774.15 ",N
91196,Finance,Finance,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Finance,Finance,0,0.020619,15," $ 1,274,734.48 "," $ 1,301,017.67 ",Y
91234,Regional Carrier/ISP,Telecommunications,USD," $ 3,241.00 ",239017,5,1.4G,DIA,,,Partial Install,24," $ 2,265.75 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91256,Consulting / Other Professional Services,Professional Services,USD, $ 555.00 ,258548,2,100Mb,DIA,TX,,Active,1, $ 123.83 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91259,Internet Content & Software,Media & Content,USD, $ 167.00 ,233252,3,500Mb,DIA,IL,,Disconnected,36, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91294,RLEC,Telecommunications,USD, $ 152.00 ,211693,3,50Mb,DIA,WA,,Disconnected,24, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91397,,,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0,12.701054,300," $ 20,895,132.23 "," $ 286,285,332.97 ",Y
91479,Oil & Gas,Energy & Manufacturing,USD," $ 1,020.00 ",248289,1,250Mb,DIA,TX,,Active,36," $ 1,019.50 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91480,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0,2," $ 157,699.11 "," $ 157,699.11 ",Y
91508,Consulting / Other Professional Services,Professional Services,USD," $ 2,538.00 ",286503,2,Fiber Pair,Interconnect,IL,IL,Active,36, $ 300.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91520,State/Local Government,Government,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,State/Local Government,Government,0,0,0, $ -   , $ -   ,N
91528,Regional Carrier/ISP,Telecommunications,USD," $ 1,548.00 ",292856,1,1G,DIA,MI,,Active,36," $ 1,547.61 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91537,Consulting / Other Professional Services,Professional Services,USD, $ 111.00 ,260834,2,N/A,Colocation,TX,,Pending Change,36, $ 101.75 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91577,Media,Media & Content,USD, $ 98.00 ,254631,4,,Colocation,TX,TX,Active,1, $ 49.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91586,Non-Healthcare Insurance,Other Enterprise,USD, $ 101.00 ,271667,2,100Mb,DIA,TX,,Pending Change,12, $ 100.61 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91615,Oil & Gas,Energy & Manufacturing,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Oil & Gas,Energy & Manufacturing,0,0,1," $ 144,557.52 "," $ 144,557.52 ",Y
91671,Internet Content & Software,Media & Content,USD, $ 485.00 ,267429,2,1Mb,DIA,,,Active,24, $ 40.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91838,Regional Carrier/ISP,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Regional Carrier/ISP,Telecommunications,0,0,8," $ 1,314,157.95 "," $ 1,314,157.95 ",Y
91839,Retail,Other Enterprise,USD, $ 918.00 ,248252,1,100Mb,DIA,CA,,Active,36, $ 917.55 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91845,PTT,Telecommunications,USD," $ 1,147.00 ",253065,2,100Mb,DIA,,,Active,12," $ 1,146.94 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91869,Transportation,Other Enterprise,USD," $ 1,055.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91874,Consulting / Other Professional Services,Professional Services,USD, $ 432.00 ,282746,4,N/A,Colocation,CA,,Active,12, $ 274.30 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91949,PTT,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,PTT,Telecommunications,0,1.373116,40," $ 2,365,486.67 "," $ 5,613,573.21 ",N
92021,Manufacturing,Energy & Manufacturing,USD, $ 695.00 ,242333,2,DS1,DIA,,,Active,12, $ 428.33 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92047,Finance,Finance,USD, $ 510.00 ,243373,1,100Mb,DIA,NJ,,Active,12, $ 509.75 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92053,Consulting / Other Professional Services,Professional Services,USD, $ 481.00 ,217933,1,10Mb,DIA,TN,,Active,12, $ 481.27 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92136,Healthcare,Healthcare,USD," $ 1,117.00 ",234638,1,100Mb,ELine,CA,,Pending Change,36," $ 1,117.37 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92147,Internet Content & Software,Media & Content,USD, $ 783.00 ,255669,2,100Mb,DIA,TX,TX,Active,1, $ 50.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92157,Healthcare,Healthcare,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,Healthcare,0,0.012742,4500," $ 127,736,280.07 "," $ 129,363,918.88 ",N
92224,Real Estate / Construction,Other Enterprise,USD, $ 375.00 ,242185,2,,Colocation,TX,,Active,13, $ 394.23 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92266,Media,Media & Content,USD, $ 963.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92283,Healthcare,Healthcare,USD, $ 106.00 ,249211,1,N/A,Dark Fiber,MN,,Active,12, $ 105.72 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92288,Media,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Media,Media & Content,#N/A,#N/A,#N/A, #N/A , #N/A ,#N/A
92307,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0,0, $ -   ," $ 636,329.06 ",N
92314,Finance,Finance,USD, $ 969.00 ,292005,1,100Mb,DIA,IN,,Active,36, $ 968.53 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92359,Media,Media & Content,USD, $ 55.00 ,255318,2,10Mb,DIA,TX,TX,Active,1, $ 6.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92371,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,-0.292205,349," $ 210,437,636.46 "," $ 148,946,810.53 ",N
92487,Federal Government,Government,USD," $ 1,270.00 ",284416,2,10Mb,DIA,CA,,Active,12, $ 365.15 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92534,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0.066667,2," $ 197,123.89 "," $ 210,265.48 ",Y
92545,Consulting / Other Professional Services,Professional Services,USD, $ 111.00 ,255710,2,,Colocation,TX,TX,Active,1, $ 99.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92642,Pharmaceuticals,Healthcare,USD," $ 1,041.00 ",285506,4,FE (Cat5),Interconnect,IL,IL,Active,36, $ 100.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92759,Internet Content & Software,Media & Content,USD," $ 1,325.00 ",231735,1,200Mb,ELine,GA,,Active,12," $ 1,324.84 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92780,Cloud Service Provider,Data Center & Cloud Services,USD, $ 714.00 ,235440,1,100Mb,DIA,PA,,Active,12, $ 713.65 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
93008,Finance,Finance,USD, $ 690.00 ,211118,2,DS1,Private Line,OR,WA,Disconnected,12, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
93033,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0,0, $ -   , $ -   ,0
93044,Transportation,Other Enterprise,USD, $ 249.00 ,263036,6,N/A,Colocation,TX,,Disconnected,30, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
93054,Manufacturing,Energy & Manufacturing,USD, $ 450.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
93096,Consulting / Other Professional Services,Professional Services,USD, $ 663.00 ,248251,1,50Mb,DIA,VA,,Active,12, $ 662.67 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
93239,Transportation,Other Enterprise,USD, $ 714.00 ,240324,1,100Mb,DIA,VA,,Active,12, $ 713.65 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
93307,Manufacturing,Energy & Manufacturing,USD, $ 612.00 ,259159,1,20Mb,DIA,,,Active,36, $ 611.70 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
93325,Finance,Finance,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Finance,Finance,0,2.062889,450," $ 48,229,644.84 "," $ 147,722,056.15 ",N
93352,Consulting / Other Professional Services,Professional Services,USD," $ 2,703.00 ",256192,15,100Mb,DIA,TX,TX,Disconnected,1, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
93357,Legal,Professional Services,USD," $ 1,208.00 ",221513,1,50Mb,DIA,MA,,Active,36," $ 1,208.40 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
93385,Healthcare,Healthcare,USD, $ 300.00 ,282976,3,N/A,Colocation,VA,,Active,1, $ 80.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
93392,Reseller,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Reseller,Telecommunications,0,-0.288225,72," $ 9,593,362.60 "," $ 6,828,318.95 ",N
93416,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,-0.44,25," $ 3,285,398.15 "," $ 1,839,822.96 ",Y
93458,Consulting / Other Professional Services,Professional Services,USD, $ 546.00 ,246643,2,N/A,Colocation,AZ,,Active,12, $ 339.48 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
93566,Manufacturing,Energy & Manufacturing,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Manufacturing,Energy & Manufacturing,0,0,68, $ -   ," $ 65,571,553.27 ",Y
93621,Higher Education,Research & Education,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Higher Education,Research & Education,0,0,0, $ -   , $ -   ,N
93699,Colo/Hosting,Data Center & Cloud Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Colo/Hosting,Data Center & Cloud Services,#N/A,#N/A,#N/A, #N/A , #N/A ,#N/A
